x1,x2
-7.765663283852070720e+00,1.630222477453043695e+01
8.673520663667961372e+00,3.550667570912921889e+01
8.289944807601576926e+00,2.946115959983643862e+01
7.216187408869328301e+00,2.502768053975895057e+01
-3.959145730199873370e+00,2.601972999229070993e+01
1.186334077078175397e+01,2.295776543086826038e+01
9.644820439708354343e+00,2.000158727034445860e+01
3.984272286628588233e+00,3.322611574754031949e+01
8.461299360365206468e-01,3.213817638351186190e+01
1.023309983969911130e-01,3.107032647012210447e+01
-1.812314256669517398e+00,2.130155515697659752e+01
-6.271000834436838645e+00,1.904487925593355158e+01
1.082352919014757120e+01,1.970893334432113164e+01
2.101207318383062628e+01,3.363399393766166412e+01
-2.958515205539056225e+00,2.808082200833481323e+01
1.829701324802609719e+00,1.668939624685263112e+01
1.194064363549578900e+01,2.064577549418418556e+01
-5.513649336983563742e-01,3.069531943037414123e+01
1.212681802024845101e+00,2.233137877109626857e+01
-1.080151517609396983e+00,1.496519244047582120e+01
1.403468958343637052e+00,3.260398814756905495e+01
-4.100994637873277782e+00,2.717775876059273088e+01
1.116476263685157733e+01,2.718550225557235223e+01
-5.393883881748472220e+00,2.187018465986395199e+01
3.766344138582470524e+00,1.293408562198313838e+01
-7.457466263669637385e+00,2.290437899627346496e+01
1.161638654534630444e+00,1.726173388327356406e+01
1.096110511820163325e+01,2.578487232239094595e+01
-5.375637010190464693e+00,1.478628268967510806e+01
1.369928485296318943e+00,2.648686199605732128e+01
7.639707673146383549e+00,3.647040723400253626e+01
6.182417640082034538e+00,1.843932228837903864e+01
-1.962523120261578491e+00,2.755633800223472463e+01
8.149077134115517040e+00,3.573614489725274979e+01
-4.621633300510040954e+00,2.625816498206482663e+01
-2.164450596960106665e+00,1.655374386465049241e+01
4.654953785556588564e+00,3.174370454948025611e+01
1.565656509737815050e+01,3.910277778618721101e+01
1.222701966609174562e+01,3.729384309479920034e+01
-1.650519002561345872e-01,3.113797453831283235e+01
1.133317088948803786e+01,2.016529606387664941e+01
1.294750175500499623e+01,2.743996949332366597e+01
7.757965630992802453e+00,1.740913212817974909e+01
1.546256214039517829e+01,3.103606628994792516e+01
5.007986813883735344e+00,1.471685497295609046e+01
-4.409443408294778877e+00,2.489403825728348707e+01
-1.808731518137158822e+00,2.118594836772613732e+01
6.014274150773918137e+00,1.830375573215736651e+01
1.297964951496819452e-01,2.057582082956652059e+01
1.325504478670725206e+01,2.221529823508252122e+01
-9.346134635107762989e+00,1.974476002118962725e+01
1.040009812151202873e+01,2.650521220584990800e+01
1.367397796403117205e+01,2.288098165492480973e+01
-2.367031382422914554e+00,2.235557668748223747e+01
-1.928769108155327316e+00,2.926070812581734515e+01
-3.607894257943909722e+00,1.588613338808853293e+01
5.393790927806811908e+00,2.661891042087044568e+01
1.312682136360702856e+01,2.661073919613353667e+01
9.923694426725747419e+00,2.377012199431581507e+01
1.786451368919701110e+01,2.876809211370279584e+01
-2.487810877550879596e+00,2.250652271799134496e+01
-1.594397632762548866e+00,2.937499370273772570e+01
4.759311866357853305e+00,3.444660937144524127e+01
-1.479506887340664711e+00,2.958254853732418255e+01
8.656895968891415549e+00,3.716631335492122190e+01
-2.495120010565071489e+00,2.662339086436567825e+01
-1.927127169877330459e+00,2.938627760009570977e+01
-5.540880587181918671e+00,1.307116982551763584e+01
2.883522008659387570e+00,2.979505554271331036e+01
1.533009299801779246e+00,3.119485315525164637e+01
-6.908561296564332821e-01,3.020950942671053596e+01
1.172202226163338423e+01,2.185804906637746114e+01
-6.053303327025298941e+00,2.235236095955574953e+01
5.307336039434518149e+00,3.332389086511459197e+01
1.227025278953280463e+01,2.193302338086296643e+01
1.231332662493893793e+01,2.100626851705133546e+01
-7.332417728339672536e+00,2.397609536080696557e+01
-4.337319868713546356e+00,1.919389693601381808e+01
-3.577421411639786442e+00,2.649692076397595741e+01
1.843509923238502068e+01,3.541837519010185531e+01
4.279649244254047247e+00,3.134276593588610638e+01
3.551710656703654934e-02,3.103592399452033135e+01
7.540812942634932625e+00,2.095982608549138604e+01
-3.147417984800762625e+00,2.636704047636071024e+01
-2.453498139623043528e+00,1.698725281638579787e+01
8.166582301275600031e-01,3.190740125723144871e+01
1.657170918549128125e+00,1.483935558246960085e+01
-1.814603083590580646e+00,2.832779441663686271e+01
5.767365141184903621e-01,1.921216937209533882e+01
8.055948539529188324e+00,1.677218271694611573e+01
1.582876383884289240e+01,3.226978009522525070e+01
1.450595487664257277e+01,2.319960463312330035e+01
1.161062606220446725e+01,2.355288018569208930e+01
9.530318739548452101e+00,2.089192263192048316e+01
7.410539332692683168e+00,3.386679867232557228e+01
5.260989572898957967e+00,1.604660737255600367e+01
1.576236284737700721e+01,2.447214750354295631e+01
1.767573906411926909e+00,2.092177907481127619e+01
3.024839094336454259e+00,1.972094258047814108e+01
1.565892013658424808e+01,3.200815920116025382e+01
-4.462451775491398820e+00,2.287590318928084088e+01
1.252663728269377330e+01,2.511521456745957082e+01
-5.267516614358868310e+00,2.602752319447759177e+01
1.368550801479055679e+01,2.325479136663843605e+01
4.369707676588676648e+00,3.366735473880184770e+01
-2.338522003162575302e-01,1.870237812233428443e+01
-1.637532197433083425e+00,1.283870881545493070e+01
9.301211523764152389e+00,3.325107490206125505e+01
1.287466343337319863e+01,2.235563630746512231e+01
1.282367150011382240e+00,1.692402842618123771e+01
1.221442772719296777e+01,2.632067557239429689e+01
-5.591889281827290503e+00,1.429155063949558446e+01
2.571959338792471073e+00,1.950254218473326162e+01
-6.597392327712334748e+00,2.098107706636833925e+01
2.480380616226417700e+00,3.329760464436674994e+01
6.155028274480364381e+00,2.099092295895361815e+01
1.254331968360417982e+01,2.213921986319034119e+01
9.076688673528748197e+00,2.299337148464119451e+01
8.154541379719244532e+00,1.719504065738745879e+01
-5.723227727091092731e+00,1.615327045458271726e+01
2.085103088177887365e+00,3.297073765990495531e+01
-3.859199485799654994e+00,2.439826253867949646e+01
2.343228477828869671e+00,3.321420415286774386e+01
1.212309861470147254e+01,2.311420711258137217e+01
-1.565818225753723425e-02,2.944530798124911897e+01
5.320736579588507986e+00,1.703816579158933209e+01
-7.451084330858444460e+00,2.326392770931134280e+01
-9.305152388023699928e+00,1.376650348550764846e+01
2.078330415043462498e+00,2.488238752145738886e+01
5.003271156851861079e+00,2.352794321137627165e+01
-5.062867831263407226e+00,2.623415957852009228e+01
7.633186218924974398e+00,1.632150005871232423e+01
9.076695301106372682e+00,3.413862845859775064e+01
-1.780430869960504481e+00,1.284229646953546577e+01
-8.119386731020714620e-01,2.981041725180942592e+01
-2.271038033119022082e+00,2.887854354101950705e+01
1.417765177742555416e+01,3.040355259295908752e+01
9.315829189323800108e+00,3.854647808546840082e+01
1.494144230296674714e+01,3.320139806400794669e+01
6.450772608747410430e-01,1.543797079396732030e+01
4.667258713159002426e+00,3.228936973194164750e+01
1.801658457318087869e+01,2.961480747034656247e+01
3.697861946305089909e+00,1.562978690569213747e+01
1.080505276229127176e+01,2.110142401676549895e+01
1.078678510258677470e+01,2.131024021493897891e+01
1.058291898613411242e+01,2.612540668565772606e+01
-8.193170785817670776e+00,2.255965292974088143e+01
1.646370580580752474e+00,2.590600153925404570e+01
3.419165038184389438e+00,3.408421321037621254e+01
7.166866929043052004e+00,3.568956649956972171e+01
3.155577163889874637e+00,1.710417415155237109e+01
-6.329966836744779002e+00,1.720688815623886470e+01
1.191808553130769077e+01,3.824231148316546580e+01
1.187290149243402926e+00,2.990244369687666648e+01
6.562271373399884311e+00,1.579291076598739352e+01
-1.716767931321326657e+00,2.945813984858725476e+01
-1.075480543910680709e-01,1.577059932469800962e+01
4.921312369419033494e+00,1.756920707391893188e+01
6.940770820486115156e+00,3.401158091817009677e+01
3.092291090990780589e+00,2.392120131833704377e+01
-5.433690431634392581e-01,2.990715349296161207e+01
-7.545461699679496093e+00,2.210254710544811019e+01
1.216039921443028149e+01,2.368587108869113678e+01
8.572333633624268145e+00,1.743543294296550883e+01
-3.224600750550868256e+00,1.714769939599656112e+01
9.601015660942092467e+00,2.802938709404289241e+01
-2.703215831729662177e+00,2.714354623718746851e+01
1.424100568869092243e+01,3.468720518244890627e+01
-5.491619789549366359e+00,2.414907360445079121e+01
1.463845495618407000e+01,2.510002806794487640e+01
-5.840226644474347140e+00,2.461350926735752864e+01
8.119674256120195110e-01,2.575898771591938186e+01
2.990436794403464660e+00,3.348129033158279810e+01
2.437316878236811757e+00,3.373544809325326099e+01
-1.883771549211259000e+00,2.651425929919151159e+01
1.820296326784832885e+00,2.856543812746419064e+01
2.959835177196772804e+00,3.349189161833071182e+01
1.540161553892381185e+01,2.437726720550200810e+01
1.440759927321485101e+01,3.111450721594129121e+01
1.226700572480537232e+01,2.097271484000470210e+01
-3.764570033577101071e+00,2.739913078975763838e+01
6.511557838101039053e+00,3.554745868142119036e+01
-4.703305519754547248e+00,1.854074947823302821e+01
8.188585793319363759e+00,3.803163530127345382e+01
3.194399992378809117e-01,2.770707480670731826e+01
3.137698614794439678e-01,2.902680539871874643e+01
1.871929679688458137e+00,2.834867202903690497e+01
-4.874711608566661525e+00,2.557700907009444791e+01
7.585634523296836740e+00,3.415609804111401360e+01
-5.745720939981595166e+00,1.456192173616693886e+01
5.137407881151729860e+00,3.384491060963541287e+01
5.475034458379654190e+00,2.357463451649078223e+01
9.310570422849540506e+00,2.912612627718149838e+01
1.434328843823291955e+00,2.120054495563932306e+01
-6.446626244041887333e+00,1.661088598567319963e+01
1.563166941392222675e+00,3.281931422373482121e+01
9.823414158745453761e+00,3.212585128934733802e+01
7.781336478167553139e-01,3.205792494097255485e+01
5.941647978520681050e-01,2.998087869028717023e+01
8.519643036765874200e+00,2.207108575387304938e+01
9.493798824491863186e+00,3.016215144526103842e+01
1.019722864514520033e+01,1.996738339343032465e+01
-1.770925138833708168e+00,2.045621564132753889e+01
8.211760583496594990e+00,1.711923968404785867e+01
1.462989403283555667e+01,3.106190700734733667e+01
1.549648389447840913e+01,2.484744919740935387e+01
1.315914255851395609e+01,2.188202257736372403e+01
1.200298854473160581e+01,3.503646751011962124e+01
2.217879205909333074e+00,3.352423611124380898e+01
-3.798591010490454778e+00,2.447834272549267354e+01
4.073227700889548331e+00,2.156955671633275173e+01
1.146819916872253131e+01,2.222891020923302108e+01
7.006047043387702900e+00,3.406560755929727691e+01
-1.713892270840264409e+00,2.874967868529080306e+01
7.747671989020024519e+00,1.844920834374240570e+01
-6.339322746102073580e+00,1.919593560470966764e+01
-1.141355047768771058e+00,2.527031294217007940e+01
1.024881206679528844e+01,2.050470116999365189e+01
-1.612520907854554153e+00,2.926849292316991580e+01
1.049110001179148810e+01,2.032047687784621459e+01
3.666045973177274320e+00,2.521058561466826475e+01
-3.184309970429399783e+00,2.789541550203362164e+01
1.283900136141569703e+01,2.171741988959773195e+01
1.327362794376080224e+01,2.387041975192062182e+01
5.319090726000784031e+00,1.821438810184472601e+01
3.712879062128387808e+00,3.414794909979180915e+01
-2.065423718047051160e+00,2.865743539525661276e+01
1.519754359321979109e+00,1.632467586453503827e+01
6.762593340313873824e-01,2.090084902164945646e+01
1.216868986025568411e+01,2.665021782757807145e+01
2.366248259304934543e+00,3.218479388670021990e+01
1.421127910443180831e+01,3.802077812738019702e+01
3.823663845450808729e+00,3.509669714349277569e+01
7.317885930218880119e+00,1.984401074842639190e+01
1.101030731435995946e+01,2.649883552918250729e+01
1.181955852077882785e+00,2.492476047132918637e+01
-5.157322297119577570e-01,2.220013878887897008e+01
-1.419672871857425633e+00,1.337124460201003195e+01
1.092431700056412858e+01,3.107766319321350323e+01
1.290450399627844025e+00,3.150806910302586772e+01
4.147550088246977573e+00,1.678291129652260949e+01
7.429330350437872710e-01,2.889349853377637700e+01
-3.626778279045250741e-02,1.707974275688581756e+01
1.834328724097872509e+01,2.747240726170583258e+01
-1.650919293001770427e+00,2.632909772603499832e+01
6.268411830260158801e+00,2.211573181320054005e+01
-5.121925553749662186e+00,2.588703880041057914e+01
2.241949981660729563e+00,1.096600149881660968e+01
2.460328054583078128e+00,2.823712810243306848e+01
1.676161640453101231e+00,3.219452324673437715e+01
-1.103117087838503707e+01,1.519133075739038929e+01
7.435118562613884485e+00,1.896386498751473226e+01
6.290349508604977657e-01,2.836835939743296464e+01
1.168139195230775051e+01,3.122168703159139014e+01
-6.853990817684273651e+00,1.836478825486294042e+01
1.328770666372925469e+01,3.139261295703362720e+01
-2.845767001425777210e+00,1.512965008403249279e+01
-9.461235965800645076e-01,3.036656573043469720e+01
1.005398821609436766e+01,2.480564972162655835e+01
-5.390609046117265990e+00,1.560898055776883275e+01
-1.454518924288638715e+00,8.112720220509881841e+00
1.162947512276905115e+01,4.118132057973654980e+01
9.875726906883601330e+00,1.889826904610967162e+01
7.767129973677236343e+00,1.769246501292823837e+01
-2.958973158546657878e+00,2.625133959000026707e+01
-8.484449191927772915e+00,1.825459537058240045e+01
8.175539845268239958e+00,1.706799846817269284e+01
4.975787244827556854e+00,2.353530644097916635e+01
-3.868058602666675228e-01,3.051239172014075862e+01
1.152110468035712998e+01,3.731952252792600433e+01
1.606714382093321092e+01,2.513612940587515254e+01
-6.768673660873698594e+00,1.665787759675647095e+01
7.510206933420302100e+00,1.653605267254030764e+01
6.499153422751813736e+00,3.592265239279778655e+01
4.224981878402908286e+00,1.563660747896753200e+01
1.261729044240349040e+01,3.056354629243460863e+01
-2.051223677560643388e+00,2.267320975515409032e+01
-2.914200857790357979e+00,2.225244606732665176e+01
-5.301437909111882618e+00,2.564899044167314557e+01
1.255248483861961262e+01,2.165250579860154190e+01
-1.440703473117691757e+00,2.965677441399390091e+01
1.018317397635318677e+01,3.204364666747473223e+01
1.413019624167864663e+01,3.102844725669439896e+01
-2.967184560942088822e+00,2.691166020963500927e+01
4.427114479928579982e-01,2.587494960476483286e+01
7.555360568967254054e+00,1.624252895029128041e+01
-3.232754028428965754e+00,2.373512384922970142e+01
1.073676804479311997e+01,3.238284870534684501e+01
9.555897965633324276e-01,1.208713150135416825e+01
3.470901094205557147e+00,3.421715364392489533e+01
1.226288068098662976e+01,2.111156403047871066e+01
1.671087582320875065e+00,1.887494938999337890e+01
5.989373936568131995e+00,3.230214478896463248e+01
-2.668228905133171125e+00,2.580879351239298813e+01
9.189935812877285670e-01,3.053175428310913020e+01
1.062056870056764524e+01,2.488455515903056181e+01
1.681296139676581980e+00,3.122382136393158447e+01
1.304664389897909160e+01,3.111306284554540014e+01
1.439872494214277587e+01,2.409125556281072278e+01
3.243432819427274794e+00,1.715627261937732939e+01
1.214811164406753363e+01,2.641493083555290511e+01
-3.532988820134779218e-01,2.747562126651816428e+01
-7.353128980889440669e-01,2.846738321532030014e+01
-4.186415315078903632e+00,2.609979469301972443e+01
1.147797191856415466e+01,2.217407081032038008e+01
-3.668896954159686530e+00,1.996344891064499194e+01
2.380795965195358299e+00,1.788123979157748522e+01
1.294389426204940818e+01,3.633251175340122074e+01
1.357739550985273169e+01,2.239114894197126304e+01
7.074314004517585630e-01,3.010377258835459102e+01
2.353805380288289228e+00,3.207119352720928873e+01
-3.099336435679330037e+00,1.426115364797893292e+01
1.249082910752219000e+00,2.714038623076723411e+01
9.032583743944364585e+00,2.702623585914384563e+01
-9.635358595584360586e+00,1.343176409235169544e+01
1.011072254483756971e+01,3.545041629647944603e+01
-7.413485456591395462e-02,3.123783389581226189e+01
-1.036286297551463065e+00,2.825799529419905554e+01
-4.759145690416419328e+00,1.505418623440473347e+01
6.695574863182128134e+00,1.539507286652355056e+01
-1.180749738078166189e+00,2.869542375004525070e+01
-3.523489194539028091e+00,9.928533383820607128e+00
4.045101224503394377e+00,2.238420242227890000e+01
-3.409036590183220028e+00,2.263996630408071908e+01
1.802792493002429453e+01,2.674143737177546143e+01
6.133958946690247771e-01,2.061773431901266207e+01
-9.003986473070835217e-01,2.856609235493537824e+01
4.115428148643718309e+00,3.350373446992778526e+01
8.862222680974921829e+00,3.236885062502079080e+01
2.725156783436504249e+00,2.432820540729767345e+01
7.962075102810368676e-01,3.210695039726167721e+01
1.242370832547430126e+01,3.395741376536560807e+01
1.025846690362541125e+01,3.745915404330530407e+01
7.545613168501003720e+00,1.846425499518322511e+01
1.189070399040229375e+00,1.194726839423070430e+01
7.028863909800945109e+00,1.735329477752610572e+01
8.611798505535830373e+00,2.391492609614804721e+01
1.723847757564589411e+00,2.145201768363444828e+01
3.738092549716940383e-01,2.905327282419907675e+01
5.403886319472412936e+00,1.412183987419277997e+01
4.908637335001831303e+00,1.871813125824539270e+01
8.165684605291989584e+00,1.956304465214946120e+01
5.075666982084944046e+00,2.490030394965602056e+01
1.080817182759813733e+01,3.591250498513366551e+01
8.684465560004081652e+00,2.653186329196286408e+01
4.654583583078816034e+00,3.253937790075016068e+01
6.046757651537067346e+00,3.667958328692859027e+01
9.385405734449694393e+00,1.908734779989919161e+01
-8.754781392267618756e-01,1.815335780797140330e+01
1.158060750355566348e+01,2.179772113445720194e+01
2.369878089332258853e+00,1.627022022028220505e+01
1.410534734573858806e+01,3.175305987224757232e+01
1.630435076079950463e+01,3.265139350224828263e+01
1.253855141486321045e+01,2.752290398877325117e+01
1.412867105049403982e+01,2.283755089323786791e+01
1.061180536510222794e+01,1.943545582656852133e+01
-9.415861006896992791e-01,3.005326170558172905e+01
8.255556858881806903e+00,1.700571251317368393e+01
8.911023838356726401e-01,1.503115635879880152e+01
1.565132900487146372e+01,2.804965119271464857e+01
7.587659936675470895e+00,1.634687178395769891e+01
4.098385195317718832e+00,1.477037232105493914e+01
6.615575889884942384e+00,3.166665100702645930e+01
4.750167176929238622e+00,1.726867625852554156e+01
-8.534481432261280531e-01,2.404874175252093949e+01
3.993950842930725997e+00,3.396843971105665361e+01
8.913088502201073737e+00,1.903556925052105697e+01
8.824403653745111598e+00,3.303253603092191071e+01
1.111718190324146427e+01,2.502881849874833620e+01
-8.391817358285766915e-01,3.014217984843087095e+01
5.693084604737313370e+00,1.506062141119939568e+01
-5.939303104860158555e+00,1.926023775007742245e+01
4.529585832639066112e+00,2.457970287026300937e+01
6.722898097024146757e+00,2.652956932453648875e+01
-3.152781631557104447e-01,2.958249972033782882e+01
7.543299591842691498e-01,2.175329932472097738e+01
1.027583798048307173e+01,1.912790362830166657e+01
-1.710957160473629557e-01,2.883052084216840427e+01
1.187972750301961611e+01,3.871122782221719660e+01
1.176755676061315725e+01,2.550958095571709094e+01
8.948985917544632684e+00,2.488669404397468199e+01
6.205836089391723931e+00,3.443786327114636947e+01
1.518232707624239630e+01,2.402358004582343298e+01
1.790101307398175479e+01,2.796853558386036909e+01
1.218098269756796626e+01,3.110226029751250110e+01
2.773419957331064722e-01,3.053590635750374105e+01
-4.935532806947081852e+00,2.453444650114631997e+01
1.832071213064691229e+00,1.923890311238263706e+01
1.049365310134206375e+01,1.922804152370320452e+01
-7.286597554132606902e+00,2.160602208298024252e+01
-1.473633098271653452e+00,1.325900922571619134e+01
6.082373078984234738e+00,3.125500770566592479e+01
1.060508234067282451e+01,1.935471645035671528e+01
-3.917968054882177142e+00,2.553811343284703383e+01
-6.036899239878373180e+00,2.527219955351335656e+01
2.062229583561733026e+00,1.208161637503093644e+01
-3.047465465958024922e+00,1.355673808065918706e+01
2.145800582246971189e+01,3.633777683093630628e+01
1.372400866312586132e+01,2.388222719477354161e+01
-1.237502959234729971e+00,2.868872290132831537e+01
1.316829557370945558e+01,2.195589973631746616e+01
1.715552622811652128e+01,3.112864499564020804e+01
1.686032816719302829e+01,2.667646905332056662e+01
1.009083812158382898e+01,2.194182229384342264e+01
6.052291885414256001e-01,2.188434531928240645e+01
