-3.540638506038268574e+00,1.500000000000000000e+01
9.839571794171837027e+00,-1.029245693335611378e+01
9.208786608501569049e+00,-1.029448974948146578e+01
-2.470125281349429880e+00,3.541983768445222669e-01
-3.613571544486495757e+00,1.222891859255796021e+00
-3.387235799920999213e+00,3.286072595619935477e-01
-2.534009212751159090e+00,2.379508222562038533e+00
-1.747159357509977307e+00,7.036026427302344288e-01
9.654661253325558690e+00,-9.810932822809968812e+00
-4.394705525799498247e+00,1.259903437463394393e+00
-2.789498044034977475e+00,1.003047572898140505e+00
9.199288364958343678e+00,-9.807087921435980959e+00
1.010831709704539350e+01,-1.035625286312507498e+01
-3.152907186825763652e+00,5.052398707956126112e-01
9.318768166280962717e+00,-8.953954622089824511e+00
-3.523914561067004847e+00,2.986496093331922896e-01
1.008995652510601104e+01,-1.033726600321215372e+01
8.006006144732289442e+00,-8.794361512639737199e+00
-4.423417127072760024e+00,2.610786266827704871e+00
8.693300984989349445e+00,-8.863112941104462905e+00
1.143652955132162674e+01,-1.161613642770898203e+01
-1.937531488973067040e+00,-4.097967058564953025e-01
-3.906634615215531792e+00,-3.298198742022870888e-01
-3.176809650076567237e+00,8.159925391465988609e-01
7.785688557288770184e+00,-1.064694193897604535e+01
-3.184346338349283378e+00,2.882985677851468420e-01
1.035404775643342035e+01,-1.040072372468482342e+01
9.343135692911333834e+00,-1.155754386698462177e+01
-2.860691229904495092e+00,-8.833132788047568518e-01
-2.948982238101443887e+00,2.052985503063512684e+00
7.811743096401424502e+00,-1.058422652873169589e+01
-1.625063559125091928e+00,1.845137330487875094e+00
-4.133721945082826643e+00,-3.851428656315500909e-01
-3.988071238811539132e+00,3.604017260385724564e-01
9.453070272121989248e+00,-1.013879859078533130e+01
8.986468020582350391e+00,-1.031739956884655385e+01
-2.967445719504927304e+00,-1.095463473901817864e+00
-2.473721926289972561e+00,8.660858093781220735e-01
9.738102553553664720e+00,-1.094527791270039252e+01
8.799269996573540809e+00,-9.720885207385302706e+00
-2.861362914703876381e+00,7.611472720598932984e-01
8.596906012629222715e+00,-9.927302344217618923e+00
-2.654733387390090904e+00,1.104532366764336082e+00
7.909673425163205707e+00,-9.599519458310057374e+00
8.012299600465505378e+00,-9.961258623213641528e+00
-2.850713313912635272e+00,8.055872592065154159e-01
9.473864743221941609e+00,-9.072221905930105024e+00
-3.420600794797980182e+00,1.024106702059973451e+00
-2.847990007773355536e+00,8.143821816350438336e-01
7.960011406030197634e+00,-1.085483684894085776e+01
1.154148642363797173e+01,1.700000000000000000e+01
1.023683863846423492e+01,-1.018302908021963127e+01
8.197419141741837834e+00,-9.161846249583989632e+00
-2.698736883718019008e+00,3.218497447007950818e-02
-2.357131356443870729e+00,3.138846261655105607e+00
-2.870614785510132716e+00,1.491205266821551412e+00
-2.691403757192849078e+00,-3.310810545720237474e-01
6.847939445924802193e+00,-7.991600474915060204e+00
-4.120335591473264003e+00,8.049910685920055320e-01
-4.028337764024459311e+00,3.488958004452899608e+00
