1.039742514989548505e+00,3.605132980008298738e-01
2.239641171901924466e+00,-3.164292655036060165e+00
1.711776127733945385e+00,1.329440822999768734e+00
1.892165109620387309e-01,1.415308571076939970e+00
2.249237155047078218e+00,1.698715208121757581e+00
1.709954774121526189e+00,2.669021200752279555e+00
1.410300119586503476e+00,-2.579040298578366475e+00
8.632434710021923419e-01,-1.141917741380664264e+00
5.571595358919302354e-01,9.859419737794045124e-01
2.487347219064978354e+00,-2.388133268593537473e+00
2.884752706774691422e-01,4.803551650340942558e-01
7.907237398558413233e-01,-7.531455904165889059e-01
2.323821302377456099e+00,-1.846617859389506622e+00
1.556086503755642836e+00,-1.319098890384917455e+00
1.286134571205247212e+00,2.171600836515247934e+00
1.578457719450947483e+00,1.123427534247145587e-02
2.606708542866133183e+00,2.898075070055788682e+00
1.605825147480405279e+00,-1.316089500055229067e+00
3.445558228812048096e+00,-3.772160806268359146e+00
2.676466501165596590e+00,-2.874736911475855194e+00
4.936592541745854490e-02,2.749370476926027429e+00
2.837477583527966196e+00,-2.783889996119479182e+00
5.441490922756417881e-01,2.480421201653657093e+00
3.353790553847606049e+00,-2.998578315235522318e+00
1.641187790807118407e+00,-1.861469943338708299e+00
1.434011036130858008e+00,1.646034211976332262e+00
2.021094496710429844e+00,-1.073072126520284275e+00
1.947085803576492857e+00,-2.556654689284501014e+00
2.405393809754026169e+00,-2.378691423405194794e+00
1.977603172079038352e+00,9.173468107548031769e-01
2.028657897868287652e+00,-1.503334641874719546e+00
2.366196965601100821e+00,-1.914217145260520780e+00
2.654424313509911926e+00,5.836415382391324513e-02
1.770636112188396671e+00,-1.847438246270952877e+00
1.335544546571725721e+00,-9.104311864736169824e-01
1.522864453843571164e+00,2.753970170585432253e+00
1.640570779695789794e+00,-1.627270276366623580e-01
7.802584750531498248e-01,1.046878300136246942e+00
1.879232648068536404e+00,1.135345552306178396e+00
-2.613477134459087914e-01,-2.718406662156704900e-01
2.546274923299196580e+00,-2.400023957878200775e+00
1.140090933738843404e+00,-3.616758675416766877e-01
1.838364208783354936e+00,-2.447317742784129724e+00
1.285877808159474611e+00,1.192719551980412795e+00
7.440768802759896161e-01,-9.138250529540148381e-01
1.682079476430654807e+00,1.091412899158843208e+00
2.352057311528526817e+00,2.012208311737329947e+00
2.994546670657244114e+00,1.139204799363087384e+00
1.220186811792063120e+00,1.763591589303264984e+00
3.120491374624692504e+00,-3.299802134526989228e+00
2.521505989501909628e+00,-1.699039300078343917e+00
1.475731359805474874e+00,-8.960630535322301471e-01
1.216777029344170868e+00,1.329299907245973245e+00
2.575505717814784656e+00,2.534887776639425994e+00
2.241535681780566946e+00,-2.289483628431239204e+00
1.614140709921778827e+00,-2.219574614359648645e+00
2.461322500395787927e+00,-2.520856336609536452e+00
3.676018164493562779e+00,-4.038407402058648010e+00
1.361474350392940957e+00,1.704832685705508055e+00
1.022290812582308028e+00,-3.317240167227926140e-01
1.203970652265046626e+00,-2.616297123792681312e-01
4.885957108228444756e-01,1.160780343105411561e+00
1.914093848939875997e+00,5.356178278958623196e-01
1.763775413143240378e+00,4.587479075360136882e-01
-3.915964703172603034e-01,-4.766710605533406309e-01
2.883739692187702541e+00,-3.098178798564424241e+00
7.939095374502546099e-01,-4.022515037393279425e-01
1.915194474992414575e+00,2.513309067912116390e+00
1.052841146250498072e+00,1.648715442980341006e+00
9.483972417905737196e-01,-5.464413323983653425e-01
-6.033610990151627718e-02,1.170866520238758923e+00
2.817224308795926113e+00,-2.742978849536822139e+00
4.034594227772310138e-01,8.942932098738674007e-01
6.749112929722416165e-01,-3.630906683530579215e-01
2.024462099119852088e+00,-2.962982762430593553e+00
1.537639213478279254e+00,1.971064275736789106e+00
1.079334510718852336e-01,-3.707916061297973354e-01
1.783074577889936396e+00,-2.341228529090628729e+00
1.784396784784009871e+00,-1.759412780344386640e+00
1.719817915806460817e+00,-4.978630734742441888e-01
1.616073406943870472e+00,5.381858371521162088e-01
1.793866881465568275e+00,-1.905950159568171820e+00
6.004602973628925255e-03,-1.155904014256253109e+00
2.042482543434638753e+00,-1.843277811640781527e+00
