7.618085934976108753e+00 8.475016248443289157e+00 0.000000000000000000e+00
8.952892898221701756e+00 -6.187045341998500980e+00 1.000000000000000000e+00
8.988282427600402968e+00 -6.168346605380346404e+00 1.000000000000000000e+00
-9.360516575595456246e+00 -2.793753388804478544e-01 2.000000000000000000e+00
9.310616073187873099e+00 -5.363294198387727363e+00 1.000000000000000000e+00
8.309305316943763842e+00 -3.668711157091062436e+00 3.000000000000000000e+00
6.448941627080111871e+00 8.614561060150338179e+00 0.000000000000000000e+00
-7.317305225550365222e+00 8.265977917302743672e-01 2.000000000000000000e+00
6.864636789672859507e+00 7.940880235782078245e+00 0.000000000000000000e+00
6.183275188704409508e+00 -2.573856429936297818e+00 3.000000000000000000e+00
7.714059869177043893e+00 8.699170005036139131e+00 0.000000000000000000e+00
7.054214955256050246e+00 -7.616100652505304325e-01 3.000000000000000000e+00
7.588855195250093111e+00 7.957992326696370355e+00 0.000000000000000000e+00
6.877653717756485818e+00 -2.266041170735960009e+00 3.000000000000000000e+00
8.595590586166514058e+00 -1.432239715513640821e+00 3.000000000000000000e+00
8.763555372961452150e+00 -2.045692795917149365e+00 3.000000000000000000e+00
-7.324317603030345403e+00 3.805780823740964047e-01 2.000000000000000000e+00
-9.005224002768411395e+00 -2.039963070928304756e+00 2.000000000000000000e+00
9.327542329582081848e+00 -1.065963153354771986e+00 3.000000000000000000e+00
-6.601352067267743706e+00 1.094244546875713819e+00 2.000000000000000000e+00
-9.184583299295766778e+00 9.748059634295683784e-01 2.000000000000000000e+00
6.645452260012359780e+00 6.946407768029145835e+00 0.000000000000000000e+00
9.735404635522485250e+00 -7.478917446816035763e+00 1.000000000000000000e+00
-8.283422801236804744e+00 1.346798212932367900e+00 2.000000000000000000e+00
8.273883893886095464e+00 -2.756731760046053914e+00 3.000000000000000000e+00
6.038628574744082655e+00 7.832788742177931418e+00 0.000000000000000000e+00
8.243620283770493273e+00 -4.055748907245951607e+00 3.000000000000000000e+00
6.527259075557841683e+00 7.715367954063409250e+00 0.000000000000000000e+00
-9.007003193257995477e+00 2.528413560605386579e+00 2.000000000000000000e+00
6.641218311612043124e+00 9.305288387719850007e+00 0.000000000000000000e+00
8.401115888848579516e+00 -7.104183562284049458e+00 1.000000000000000000e+00
9.611287526380182911e+00 -6.148099163034201453e+00 1.000000000000000000e+00
6.835708246054552184e+00 7.995611188667602676e+00 0.000000000000000000e+00
-9.337692027939640482e+00 1.425775910135755886e-01 2.000000000000000000e+00
9.921340506186941965e+00 -8.010618466555186501e+00 1.000000000000000000e+00
-8.091738423403070257e+00 4.469030210209589127e-01 2.000000000000000000e+00
5.924972319827554124e+00 -4.138338414652848130e+00 3.000000000000000000e+00
